-50.000000,-58.000000
-47.619048,-53.714286
-45.238095,-49.428571
-42.857143,-45.142857
-40.476190,-40.857143
-38.095238,-36.571429
-35.714286,-32.285714
-33.333333,-28.000000
-30.952381,-23.714286
-28.571429,-19.428571
-26.190476,-15.142857
-23.809524,-10.857143
-21.428571,-6.571429
-19.047619,-2.285714
-16.666667,2.000000
-14.285714,6.285714
-11.904762,10.571429
-9.523810,14.857143
-7.142857,19.142857
-4.761905,23.428571
-2.380952,27.714286
0.000000,32.000000
2.380952,36.285714
4.761905,40.571429
7.142857,44.857143
9.523810,49.142857
11.904762,53.428571
14.285714,57.714286
16.666667,62.000000
19.047619,66.285714
21.428571,70.571429
23.809524,74.857143
26.190476,79.142857
28.571429,83.428571
30.952381,87.714286
33.333333,92.000000
35.714286,96.285714
38.095238,100.571429
40.476190,104.857143
42.857143,109.142857
45.238095,113.428571
47.619048,117.714286
50.000000,122.000000
52.380952,126.285714
54.761905,130.571429
57.142857,134.857143
59.523810,139.142857
61.904762,143.428571
64.285714,147.714286
66.666667,152.000000
69.047619,156.285714
71.428571,160.571429
73.809524,164.857143
76.190476,169.142857
78.571429,173.428571
80.952381,177.714286
83.333333,182.000000
85.714286,186.285714
88.095238,190.571429
90.476190,194.857143
92.857143,199.142857
95.238095,203.428571
97.619048,207.714286
100.000000,212.000000
-50.000000,-58.000000
-47.500000,-59.388889
-45.000000,-60.777778
-42.500000,-62.166667
-40.000000,-63.555556
-37.500000,-64.944444
-35.000000,-66.333333
-32.500000,-67.722222
-30.000000,-69.111111
-27.500000,-70.500000
-25.000000,-71.888889
-22.500000,-73.277778
-20.000000,-74.666667
-17.500000,-76.055556
-15.000000,-77.444444
-12.500000,-78.833333
-10.000000,-80.222222
-7.500000,-81.611111
-5.000000,-83.000000
-2.500000,-84.388889
0.000000,-85.777778
